,Happiness,spent_on_MATA,spent_on_Bills,spent_on_TSA,spent_on_EXPA
627,6.0,90.0,650.0,150.0,150.0
628,8.0,50.0,850.0,50.0,250.0
629,10.0,0.0,10.0,0.0,0.0
630,4.0,0.0,150.0,0.0,90.0
631,8.0,950.0,550.0,550.0,650.0
632,8.0,70.0,750.0,0.0,90.0
633,8.0,250.0,150.0,70.0,0.0
634,8.0,150.0,650.0,1000.0,150.0
635,6.0,50.0,70.0,0.0,90.0
636,5.0,0.0,350.0,0.0,0.0
637,7.0,50.0,90.0,10.0,0.0
638,,0.0,,0.0,0.0
639,7.0,150.0,90.0,70.0,70.0
640,8.0,0.0,30.0,0.0,0.0
641,8.0,350.0,550.0,250.0,250.0
642,8.0,70.0,550.0,0.0,150.0
643,,0.0,,0.0,0.0
644,8.0,250.0,550.0,250.0,350.0
645,6.0,30.0,90.0,0.0,0.0
646,9.0,70.0,90.0,50.0,70.0
647,9.0,650.0,350.0,250.0,350.0
648,5.0,250.0,650.0,0.0,0.0
649,5.0,250.0,90.0,0.0,0.0
650,7.0,550.0,1000.0,150.0,350.0
651,5.0,70.0,650.0,0.0,0.0
652,10.0,,1000.0,1000.0,
653,7.0,350.0,650.0,30.0,0.0
654,7.0,250.0,250.0,0.0,250.0
655,7.0,250.0,650.0,90.0,350.0
656,5.0,70.0,150.0,0.0,250.0
657,10.0,70.0,90.0,850.0,90.0
658,7.0,70.0,550.0,30.0,50.0
659,2.0,30.0,550.0,0.0,0.0
660,5.0,70.0,550.0,0.0,90.0
661,8.0,350.0,550.0,150.0,0.0
662,7.0,250.0,650.0,0.0,90.0
663,10.0,150.0,1000.0,150.0,250.0
664,5.0,250.0,70.0,0.0,0.0
665,7.0,90.0,350.0,0.0,150.0
666,7.0,50.0,150.0,90.0,250.0
667,10.0,50.0,1000.0,70.0,1000.0
668,5.0,0.0,550.0,150.0,250.0
669,8.0,450.0,450.0,350.0,150.0
670,7.0,350.0,750.0,150.0,350.0
671,5.0,150.0,550.0,70.0,0.0
672,7.0,70.0,70.0,0.0,90.0
673,2.0,30.0,150.0,0.0,0.0
674,5.0,1000.0,50.0,150.0,150.0
675,2.0,150.0,750.0,0.0,0.0
676,8.0,250.0,1000.0,250.0,250.0
677,9.0,90.0,250.0,70.0,90.0
678,7.0,150.0,750.0,70.0,0.0
679,8.0,30.0,350.0,0.0,50.0
680,8.0,70.0,70.0,30.0,250.0
681,8.0,150.0,1000.0,90.0,90.0
682,10.0,1000.0,650.0,650.0,850.0
683,6.0,150.0,350.0,90.0,350.0
684,7.0,70.0,850.0,0.0,70.0
685,6.0,350.0,650.0,50.0,350.0
686,7.0,50.0,550.0,10.0,30.0
687,4.0,150.0,850.0,50.0,150.0
688,8.0,150.0,650.0,150.0,150.0
689,7.0,30.0,550.0,0.0,50.0
690,0.0,90.0,650.0,70.0,70.0
691,8.0,90.0,750.0,50.0,250.0
692,8.0,90.0,550.0,0.0,0.0
693,7.0,50.0,50.0,0.0,50.0
694,5.0,70.0,750.0,50.0,90.0
695,8.0,250.0,550.0,150.0,250.0
696,7.0,0.0,550.0,0.0,0.0
697,6.0,90.0,750.0,0.0,90.0
698,6.0,90.0,650.0,0.0,250.0
699,7.0,70.0,250.0,70.0,90.0
700,1.0,50.0,450.0,30.0,0.0
701,7.0,350.0,750.0,750.0,850.0
702,7.0,70.0,70.0,0.0,0.0
703,7.0,70.0,150.0,10.0,70.0
704,0.0,30.0,10.0,0.0,0.0
705,8.0,70.0,550.0,0.0,90.0
706,8.0,250.0,350.0,250.0,250.0
707,6.0,250.0,750.0,0.0,250.0
708,7.0,250.0,450.0,90.0,250.0
709,8.0,90.0,550.0,0.0,0.0
710,8.0,70.0,150.0,0.0,0.0
711,6.0,450.0,950.0,150.0,950.0
712,9.0,1000.0,750.0,850.0,750.0
713,8.0,750.0,650.0,0.0,0.0
714,9.0,90.0,150.0,0.0,0.0
715,4.0,70.0,250.0,0.0,70.0
716,10.0,350.0,1000.0,90.0,450.0
717,9.0,50.0,150.0,10.0,150.0
718,8.0,70.0,30.0,0.0,0.0
719,7.0,30.0,650.0,0.0,70.0
720,7.0,30.0,50.0,0.0,50.0
721,7.0,250.0,650.0,50.0,70.0
722,8.0,70.0,750.0,0.0,250.0
723,4.0,70.0,250.0,0.0,250.0
724,5.0,250.0,550.0,0.0,250.0
725,8.0,550.0,950.0,150.0,450.0
726,6.0,70.0,90.0,0.0,70.0
727,6.0,250.0,70.0,150.0,150.0
728,6.0,90.0,550.0,90.0,90.0
729,7.0,50.0,350.0,0.0,0.0
730,8.0,90.0,1000.0,0.0,250.0
731,9.0,70.0,150.0,0.0,70.0
732,8.0,250.0,550.0,0.0,0.0
733,7.0,90.0,1000.0,30.0,250.0
734,6.0,70.0,70.0,0.0,350.0
735,7.0,50.0,50.0,0.0,0.0
736,7.0,70.0,550.0,150.0,0.0
737,7.0,30.0,250.0,10.0,0.0
738,6.0,90.0,150.0,0.0,50.0
739,8.0,0.0,650.0,0.0,0.0
740,7.0,650.0,250.0,0.0,450.0
741,7.0,70.0,650.0,250.0,450.0
742,7.0,350.0,70.0,0.0,650.0
743,7.0,90.0,450.0,0.0,50.0
744,7.0,50.0,250.0,50.0,90.0
745,4.0,30.0,10.0,0.0,0.0
746,10.0,650.0,950.0,450.0,550.0
747,7.0,70.0,550.0,30.0,0.0
748,10.0,250.0,850.0,150.0,950.0
749,8.0,50.0,550.0,0.0,50.0
750,4.0,50.0,50.0,0.0,70.0
751,8.0,150.0,750.0,50.0,0.0
752,7.0,250.0,850.0,70.0,850.0
753,8.0,50.0,350.0,90.0,650.0
754,6.0,70.0,70.0,50.0,70.0
755,8.0,90.0,50.0,30.0,70.0
756,6.0,0.0,150.0,0.0,0.0
757,7.0,0.0,70.0,0.0,0.0
758,8.0,0.0,350.0,0.0,0.0
759,6.0,250.0,90.0,90.0,350.0
760,5.0,250.0,750.0,50.0,250.0
761,4.0,350.0,450.0,90.0,350.0
762,5.0,50.0,550.0,0.0,0.0
763,5.0,0.0,750.0,0.0,250.0
764,5.0,30.0,50.0,0.0,0.0
765,8.0,70.0,550.0,0.0,250.0
766,2.0,0.0,550.0,0.0,0.0
767,6.0,0.0,10.0,0.0,0.0
768,9.0,50.0,350.0,0.0,70.0
769,8.0,150.0,550.0,0.0,350.0
770,5.0,450.0,1000.0,350.0,450.0
771,4.0,70.0,550.0,30.0,90.0
772,6.0,30.0,30.0,0.0,30.0
773,2.0,0.0,,0.0,0.0
774,6.0,90.0,350.0,50.0,550.0
775,7.0,550.0,850.0,0.0,0.0
776,5.0,0.0,850.0,30.0,0.0
777,7.0,250.0,30.0,70.0,250.0
778,7.0,70.0,90.0,0.0,0.0
779,10.0,150.0,650.0,150.0,70.0
780,7.0,150.0,650.0,150.0,150.0
781,8.0,90.0,1000.0,90.0,70.0
782,7.0,350.0,70.0,30.0,350.0
783,6.0,70.0,750.0,0.0,50.0
784,8.0,850.0,50.0,70.0,150.0
785,5.0,0.0,50.0,30.0,0.0
786,10.0,250.0,550.0,90.0,550.0
787,6.0,0.0,150.0,10.0,250.0
788,4.0,0.0,30.0,0.0,50.0
789,4.0,0.0,650.0,150.0,0.0
790,7.0,150.0,550.0,30.0,150.0
791,8.0,70.0,70.0,50.0,70.0
792,7.0,70.0,250.0,150.0,350.0
793,10.0,250.0,850.0,150.0,150.0
794,8.0,70.0,1000.0,50.0,70.0
795,10.0,750.0,550.0,550.0,650.0
796,6.0,250.0,10.0,150.0,250.0
797,7.0,70.0,650.0,0.0,350.0
798,10.0,0.0,1000.0,0.0,0.0
799,7.0,50.0,50.0,50.0,0.0
800,9.0,70.0,850.0,0.0,90.0
801,8.0,350.0,750.0,50.0,250.0
802,10.0,250.0,150.0,0.0,70.0
803,5.0,70.0,30.0,50.0,50.0
804,6.0,650.0,550.0,150.0,250.0
805,5.0,350.0,90.0,50.0,450.0
806,7.0,90.0,550.0,150.0,250.0
807,5.0,50.0,50.0,10.0,50.0
808,9.0,350.0,1000.0,550.0,850.0
809,10.0,650.0,50.0,750.0,850.0
810,6.0,70.0,90.0,0.0,70.0
811,9.0,150.0,30.0,70.0,70.0
812,7.0,150.0,450.0,70.0,90.0
813,7.0,70.0,550.0,150.0,70.0
814,5.0,250.0,550.0,0.0,350.0
815,7.0,750.0,1000.0,550.0,650.0
816,8.0,0.0,150.0,0.0,0.0
817,7.0,250.0,250.0,550.0,250.0
818,5.0,90.0,950.0,30.0,350.0
819,8.0,150.0,950.0,0.0,150.0
820,7.0,70.0,90.0,0.0,70.0
821,8.0,0.0,10.0,0.0,0.0
822,8.0,250.0,650.0,50.0,350.0
823,7.0,0.0,550.0,150.0,0.0
824,8.0,70.0,350.0,0.0,70.0
825,6.0,250.0,1000.0,0.0,350.0
826,4.0,70.0,350.0,0.0,90.0
827,5.0,30.0,90.0,0.0,0.0
828,10.0,250.0,750.0,650.0,350.0
829,4.0,250.0,650.0,70.0,0.0
830,6.0,250.0,450.0,0.0,250.0
831,8.0,0.0,550.0,0.0,70.0
832,10.0,650.0,30.0,10.0,50.0
833,8.0,350.0,550.0,0.0,450.0
834,7.0,30.0,90.0,50.0,150.0
835,8.0,250.0,950.0,90.0,150.0
836,3.0,50.0,250.0,50.0,0.0
837,10.0,70.0,750.0,70.0,250.0
838,7.0,90.0,90.0,30.0,90.0
839,7.0,90.0,950.0,10.0,30.0
840,6.0,250.0,750.0,30.0,250.0
841,5.0,0.0,250.0,0.0,250.0
842,8.0,650.0,550.0,550.0,650.0
843,6.0,0.0,550.0,0.0,0.0
844,3.0,250.0,10.0,0.0,0.0
845,4.0,50.0,650.0,10.0,50.0
846,5.0,0.0,850.0,0.0,0.0
847,8.0,70.0,650.0,0.0,70.0
848,9.0,0.0,90.0,0.0,350.0
849,6.0,90.0,90.0,0.0,0.0
850,7.0,150.0,150.0,50.0,250.0
851,10.0,0.0,750.0,0.0,0.0
852,6.0,50.0,90.0,0.0,50.0
853,9.0,350.0,650.0,70.0,150.0
854,5.0,50.0,250.0,0.0,0.0
855,5.0,250.0,950.0,0.0,90.0
856,8.0,350.0,450.0,150.0,450.0
857,7.0,250.0,550.0,30.0,150.0
858,5.0,90.0,50.0,0.0,0.0
859,9.0,50.0,90.0,0.0,0.0
860,9.0,450.0,1000.0,250.0,250.0
861,10.0,1000.0,850.0,150.0,1000.0
862,2.0,70.0,70.0,0.0,0.0
863,3.0,150.0,250.0,50.0,70.0
864,6.0,250.0,950.0,0.0,90.0
865,9.0,0.0,1000.0,0.0,0.0
866,7.0,50.0,150.0,0.0,90.0
867,8.0,70.0,150.0,30.0,50.0
868,5.0,70.0,30.0,30.0,90.0
869,6.0,250.0,550.0,150.0,70.0
870,0.0,0.0,1000.0,0.0,0.0
871,7.0,50.0,650.0,0.0,70.0
872,6.0,0.0,650.0,0.0,150.0
873,6.0,550.0,750.0,0.0,0.0
874,5.0,0.0,350.0,0.0,0.0
875,6.0,90.0,150.0,0.0,0.0
876,7.0,350.0,150.0,0.0,350.0
877,3.0,0.0,70.0,0.0,90.0
878,8.0,250.0,550.0,0.0,250.0
879,8.0,750.0,950.0,250.0,650.0
880,5.0,70.0,70.0,150.0,30.0
881,8.0,550.0,150.0,150.0,70.0
882,8.0,550.0,350.0,0.0,150.0
883,7.0,350.0,550.0,50.0,250.0
884,9.0,250.0,10.0,150.0,450.0
885,10.0,350.0,450.0,150.0,90.0
886,10.0,150.0,550.0,450.0,350.0
887,8.0,250.0,90.0,0.0,150.0
888,8.0,350.0,50.0,90.0,0.0
889,2.0,70.0,650.0,0.0,0.0
890,5.0,0.0,70.0,0.0,0.0
891,9.0,90.0,50.0,70.0,90.0
892,8.0,,1000.0,1000.0,
893,1.0,0.0,50.0,0.0,0.0
894,7.0,0.0,850.0,0.0,0.0
895,5.0,350.0,750.0,0.0,350.0
896,8.0,350.0,1000.0,0.0,150.0
897,10.0,750.0,250.0,90.0,150.0
898,9.0,70.0,750.0,550.0,650.0
899,5.0,90.0,750.0,0.0,70.0
900,8.0,70.0,90.0,30.0,0.0
901,8.0,50.0,150.0,0.0,70.0
902,8.0,250.0,650.0,0.0,150.0
903,5.0,350.0,90.0,350.0,350.0
904,3.0,0.0,10.0,0.0,0.0
905,10.0,30.0,70.0,0.0,0.0
906,3.0,90.0,1000.0,0.0,250.0
907,9.0,650.0,850.0,750.0,950.0
908,8.0,90.0,450.0,50.0,70.0
909,6.0,50.0,90.0,0.0,70.0
910,7.0,70.0,10.0,30.0,0.0
911,2.0,0.0,90.0,0.0,250.0
912,8.0,0.0,50.0,0.0,0.0
913,9.0,,1000.0,1000.0,
914,10.0,,1000.0,1000.0,
915,7.0,0.0,750.0,30.0,0.0
916,2.0,30.0,70.0,0.0,50.0
917,8.0,70.0,450.0,0.0,150.0
918,8.0,0.0,850.0,950.0,0.0
919,4.0,250.0,450.0,30.0,250.0
920,5.0,250.0,850.0,650.0,450.0
921,,0.0,,0.0,0.0
922,7.0,350.0,50.0,70.0,150.0
923,6.0,150.0,750.0,50.0,150.0
924,7.0,90.0,950.0,90.0,350.0
925,7.0,250.0,550.0,0.0,0.0
926,7.0,70.0,450.0,50.0,70.0
927,10.0,850.0,650.0,750.0,650.0
928,1.0,50.0,70.0,0.0,50.0
929,8.0,250.0,750.0,150.0,250.0
930,9.0,650.0,350.0,350.0,550.0
931,10.0,90.0,750.0,750.0,950.0
932,9.0,250.0,650.0,0.0,250.0
933,6.0,50.0,650.0,150.0,0.0
934,9.0,850.0,750.0,950.0,950.0
935,6.0,150.0,650.0,50.0,90.0
936,7.0,250.0,350.0,350.0,450.0
937,7.0,250.0,350.0,70.0,250.0
938,6.0,250.0,550.0,90.0,250.0
939,6.0,0.0,90.0,0.0,0.0
940,8.0,550.0,550.0,30.0,250.0
941,7.0,0.0,650.0,0.0,0.0
942,7.0,70.0,450.0,0.0,0.0
943,9.0,0.0,550.0,0.0,0.0
944,9.0,50.0,70.0,70.0,70.0
945,8.0,250.0,750.0,0.0,350.0
946,8.0,150.0,1000.0,150.0,350.0
947,8.0,0.0,50.0,30.0,0.0
948,,0.0,,0.0,0.0
949,9.0,850.0,750.0,850.0,850.0
950,8.0,50.0,550.0,0.0,50.0
951,5.0,50.0,650.0,650.0,90.0
952,6.0,70.0,90.0,0.0,0.0
953,10.0,550.0,950.0,0.0,0.0
954,8.0,70.0,650.0,50.0,250.0
955,8.0,450.0,750.0,0.0,250.0
956,10.0,0.0,650.0,50.0,0.0
957,9.0,950.0,350.0,750.0,250.0
958,,0.0,,0.0,0.0
959,10.0,1000.0,950.0,950.0,150.0
960,4.0,90.0,450.0,0.0,150.0
961,7.0,30.0,350.0,0.0,0.0
962,8.0,70.0,50.0,0.0,70.0
963,7.0,90.0,650.0,0.0,0.0
964,7.0,250.0,350.0,0.0,0.0
965,7.0,250.0,550.0,150.0,250.0
966,6.0,70.0,10.0,0.0,450.0
967,6.0,0.0,90.0,0.0,70.0
968,6.0,90.0,650.0,0.0,350.0
969,9.0,850.0,550.0,150.0,850.0
970,10.0,150.0,450.0,90.0,150.0
971,7.0,90.0,550.0,150.0,150.0
972,5.0,0.0,30.0,0.0,0.0
973,9.0,0.0,1000.0,0.0,250.0
974,6.0,450.0,450.0,150.0,350.0
975,10.0,350.0,550.0,30.0,150.0
976,8.0,0.0,150.0,0.0,0.0
977,3.0,150.0,750.0,150.0,50.0
978,6.0,950.0,1000.0,0.0,0.0
979,8.0,250.0,350.0,0.0,70.0
980,9.0,70.0,550.0,70.0,350.0
981,7.0,150.0,650.0,0.0,90.0
982,8.0,450.0,650.0,30.0,350.0
983,8.0,30.0,30.0,10.0,0.0
984,2.0,50.0,250.0,0.0,0.0
985,6.0,50.0,90.0,50.0,50.0
986,9.0,90.0,750.0,150.0,250.0
987,7.0,30.0,90.0,10.0,0.0
988,8.0,350.0,850.0,0.0,250.0
989,4.0,250.0,550.0,250.0,250.0
990,8.0,70.0,450.0,0.0,90.0
991,5.0,90.0,90.0,150.0,70.0
992,8.0,0.0,550.0,0.0,0.0
993,8.0,250.0,550.0,0.0,350.0
994,4.0,250.0,550.0,150.0,250.0
995,6.0,90.0,450.0,0.0,150.0
996,6.0,50.0,350.0,30.0,90.0
997,5.0,50.0,350.0,0.0,70.0
998,6.0,0.0,1000.0,0.0,0.0
999,7.0,0.0,50.0,0.0,0.0
1000,10.0,150.0,90.0,70.0,90.0
1001,9.0,30.0,70.0,0.0,50.0
1002,7.0,50.0,650.0,30.0,0.0
1003,7.0,70.0,150.0,0.0,350.0
1004,10.0,250.0,550.0,0.0,0.0
1005,7.0,250.0,650.0,0.0,0.0
1006,7.0,250.0,550.0,0.0,250.0
1007,6.0,0.0,150.0,0.0,0.0
1008,3.0,0.0,50.0,0.0,0.0
1009,4.0,70.0,450.0,90.0,0.0
1010,4.0,150.0,150.0,350.0,250.0
1011,7.0,90.0,650.0,150.0,250.0
1012,10.0,50.0,350.0,550.0,450.0
1013,7.0,150.0,70.0,90.0,250.0
1014,5.0,0.0,550.0,0.0,0.0
1015,5.0,30.0,90.0,0.0,90.0
1016,8.0,0.0,750.0,0.0,0.0
1017,8.0,50.0,150.0,0.0,70.0
1018,5.0,50.0,650.0,30.0,70.0
1019,8.0,250.0,750.0,0.0,0.0
1020,4.0,30.0,30.0,30.0,0.0
1021,9.0,90.0,50.0,70.0,30.0
1022,9.0,90.0,70.0,0.0,0.0
1023,7.0,70.0,70.0,550.0,250.0
1024,7.0,0.0,250.0,0.0,0.0
1025,8.0,0.0,750.0,0.0,70.0
1026,10.0,0.0,,0.0,0.0
1027,10.0,0.0,550.0,0.0,0.0
1028,10.0,30.0,150.0,0.0,0.0
1029,4.0,350.0,90.0,0.0,150.0
1030,8.0,350.0,650.0,0.0,250.0
1031,4.0,70.0,850.0,70.0,70.0
1032,5.0,90.0,650.0,30.0,350.0
1033,9.0,90.0,150.0,50.0,250.0
1034,5.0,250.0,150.0,0.0,0.0
1035,6.0,250.0,550.0,0.0,250.0
1036,6.0,250.0,150.0,0.0,90.0
1037,7.0,50.0,550.0,0.0,0.0
1038,7.0,0.0,50.0,0.0,0.0
1039,6.0,0.0,550.0,0.0,0.0
1040,8.0,50.0,650.0,0.0,250.0
1041,5.0,90.0,250.0,0.0,150.0
1042,5.0,70.0,550.0,0.0,0.0
1043,,0.0,,0.0,0.0
1044,7.0,250.0,550.0,70.0,250.0
1045,8.0,150.0,90.0,0.0,50.0
1046,5.0,70.0,650.0,70.0,70.0
1047,8.0,150.0,1000.0,0.0,250.0
1048,7.0,0.0,350.0,0.0,0.0
1049,8.0,250.0,650.0,0.0,350.0
1050,8.0,350.0,550.0,0.0,250.0
1051,8.0,70.0,50.0,30.0,70.0
1052,9.0,70.0,70.0,450.0,50.0
1053,4.0,90.0,950.0,50.0,50.0
1054,7.0,250.0,750.0,90.0,90.0
1055,8.0,450.0,750.0,0.0,250.0
1056,10.0,150.0,550.0,90.0,150.0
1057,7.0,50.0,550.0,50.0,0.0
1058,6.0,0.0,450.0,1000.0,0.0
1059,10.0,0.0,70.0,0.0,0.0
1060,5.0,0.0,650.0,0.0,0.0
1061,4.0,0.0,550.0,0.0,0.0
1062,4.0,550.0,1000.0,0.0,0.0
1063,10.0,0.0,750.0,0.0,0.0
1064,9.0,250.0,550.0,150.0,250.0
1065,3.0,70.0,550.0,0.0,50.0
1066,6.0,0.0,10.0,0.0,0.0
1067,7.0,250.0,650.0,150.0,450.0
1068,5.0,50.0,550.0,150.0,0.0
1069,8.0,0.0,950.0,0.0,550.0
1070,7.0,70.0,750.0,0.0,0.0
1071,5.0,250.0,750.0,70.0,70.0
1072,10.0,,1000.0,1000.0,1000.0
1073,7.0,70.0,1000.0,70.0,450.0
1074,8.0,0.0,250.0,0.0,0.0
1075,8.0,,550.0,1000.0,
1076,6.0,70.0,550.0,0.0,70.0
1077,3.0,90.0,450.0,350.0,550.0
1078,10.0,650.0,550.0,550.0,650.0
1079,9.0,350.0,550.0,70.0,90.0
1080,6.0,70.0,250.0,90.0,0.0
1081,7.0,250.0,750.0,0.0,250.0
1082,6.0,250.0,850.0,0.0,0.0
1083,7.0,70.0,1000.0,0.0,90.0
1084,7.0,250.0,850.0,70.0,250.0
1085,6.0,50.0,30.0,0.0,50.0
1086,7.0,250.0,1000.0,150.0,350.0
1087,7.0,30.0,850.0,0.0,50.0
1088,8.0,250.0,1000.0,250.0,650.0
1089,7.0,250.0,1000.0,150.0,0.0
1090,7.0,0.0,250.0,0.0,150.0
1091,6.0,250.0,550.0,150.0,50.0
1092,3.0,0.0,650.0,150.0,0.0
1093,5.0,0.0,50.0,0.0,0.0
1094,10.0,950.0,850.0,850.0,150.0
1095,8.0,350.0,1000.0,0.0,350.0
1096,1.0,0.0,30.0,0.0,50.0
1097,7.0,150.0,90.0,0.0,0.0
1098,7.0,0.0,750.0,0.0,0.0
1099,8.0,70.0,750.0,0.0,150.0
1100,9.0,30.0,90.0,90.0,50.0
1101,6.0,70.0,950.0,0.0,250.0
1102,9.0,250.0,150.0,70.0,90.0
1103,6.0,0.0,1000.0,750.0,950.0
1104,9.0,50.0,150.0,0.0,0.0
1105,6.0,150.0,650.0,50.0,50.0
1106,8.0,250.0,850.0,0.0,0.0
1107,9.0,90.0,650.0,30.0,30.0
1108,7.0,250.0,250.0,0.0,250.0
1109,9.0,150.0,650.0,70.0,150.0
1110,9.0,250.0,850.0,850.0,950.0
1111,8.0,250.0,550.0,150.0,250.0
1112,7.0,150.0,90.0,150.0,150.0
1113,10.0,350.0,550.0,150.0,250.0
1114,4.0,90.0,450.0,50.0,250.0
1115,5.0,250.0,650.0,30.0,70.0
1116,10.0,50.0,550.0,30.0,0.0
1117,7.0,70.0,650.0,150.0,250.0
1118,7.0,50.0,350.0,0.0,0.0
1119,7.0,70.0,550.0,0.0,0.0
1120,8.0,70.0,10.0,70.0,90.0
1121,8.0,750.0,650.0,250.0,250.0
1122,6.0,250.0,1000.0,0.0,450.0
1123,6.0,250.0,350.0,30.0,0.0
1124,8.0,90.0,250.0,0.0,0.0
1125,,0.0,,0.0,0.0
1126,5.0,250.0,550.0,0.0,150.0
1127,9.0,150.0,650.0,0.0,250.0
1128,6.0,30.0,90.0,0.0,0.0
1129,8.0,250.0,950.0,150.0,350.0
1130,2.0,70.0,50.0,0.0,0.0
1131,5.0,250.0,1000.0,0.0,0.0
1132,8.0,250.0,550.0,150.0,250.0
1133,6.0,70.0,50.0,0.0,0.0
1134,7.0,250.0,30.0,0.0,350.0
1135,7.0,70.0,70.0,0.0,50.0
1136,8.0,250.0,950.0,250.0,850.0
1137,5.0,0.0,50.0,0.0,0.0
1138,,0.0,,0.0,0.0
1139,6.0,70.0,550.0,0.0,350.0
1140,10.0,0.0,,0.0,0.0
1141,9.0,250.0,90.0,70.0,90.0
1142,5.0,50.0,450.0,0.0,
1143,7.0,70.0,150.0,0.0,70.0
1144,6.0,250.0,950.0,250.0,650.0
1145,10.0,50.0,30.0,90.0,150.0
1146,5.0,70.0,90.0,250.0,250.0
1147,10.0,70.0,550.0,0.0,150.0
1148,10.0,350.0,250.0,70.0,250.0
1149,7.0,350.0,450.0,90.0,350.0
1150,10.0,90.0,450.0,90.0,150.0
1151,7.0,250.0,550.0,70.0,50.0
1152,5.0,90.0,250.0,30.0,50.0
1153,3.0,70.0,450.0,0.0,0.0
1154,5.0,50.0,550.0,250.0,0.0
1155,,0.0,,0.0,0.0
1156,6.0,750.0,650.0,0.0,0.0
1157,10.0,650.0,90.0,150.0,450.0
1158,9.0,250.0,950.0,450.0,650.0
1159,5.0,90.0,450.0,50.0,150.0
1160,6.0,0.0,550.0,70.0,0.0
1161,8.0,250.0,1000.0,0.0,250.0
1162,9.0,350.0,750.0,150.0,350.0
1163,5.0,650.0,90.0,0.0,250.0
1164,6.0,0.0,250.0,0.0,70.0
1165,7.0,150.0,750.0,50.0,50.0
1166,8.0,650.0,1000.0,0.0,0.0
1167,7.0,90.0,550.0,0.0,250.0
1168,8.0,250.0,350.0,150.0,0.0
1169,5.0,250.0,450.0,0.0,90.0
1170,8.0,50.0,90.0,30.0,0.0
1171,8.0,90.0,90.0,90.0,70.0
1172,6.0,50.0,850.0,0.0,0.0
1173,9.0,950.0,750.0,750.0,950.0
1174,4.0,250.0,550.0,70.0,150.0
1175,8.0,0.0,450.0,0.0,0.0
1176,6.0,70.0,650.0,70.0,150.0
1177,5.0,150.0,450.0,90.0,550.0
1178,8.0,70.0,250.0,0.0,0.0
1179,8.0,250.0,10.0,50.0,0.0
1180,5.0,90.0,650.0,0.0,0.0
1181,4.0,150.0,550.0,30.0,50.0
1182,7.0,650.0,550.0,0.0,450.0
1183,5.0,50.0,90.0,10.0,50.0
1184,8.0,90.0,250.0,50.0,50.0
1185,8.0,250.0,750.0,90.0,450.0
1186,7.0,30.0,650.0,0.0,90.0
1187,9.0,70.0,30.0,250.0,550.0
1188,5.0,50.0,10.0,0.0,0.0
1189,7.0,70.0,150.0,0.0,150.0
1190,8.0,0.0,,0.0,0.0
1191,5.0,450.0,550.0,250.0,350.0
1192,7.0,450.0,1000.0,450.0,250.0
1193,8.0,90.0,950.0,70.0,250.0
1194,6.0,90.0,950.0,150.0,750.0
1195,8.0,30.0,70.0,30.0,70.0
1196,2.0,50.0,150.0,10.0,30.0
1197,8.0,150.0,850.0,0.0,0.0
1198,6.0,950.0,850.0,0.0,850.0
1199,5.0,70.0,30.0,0.0,0.0
1200,7.0,250.0,450.0,0.0,90.0
1201,7.0,0.0,350.0,950.0,850.0
1202,8.0,50.0,550.0,0.0,0.0
1203,4.0,50.0,90.0,0.0,0.0
1204,6.0,70.0,70.0,0.0,450.0
1205,5.0,550.0,90.0,0.0,150.0
1206,7.0,250.0,90.0,150.0,250.0
1207,9.0,450.0,1000.0,70.0,150.0
1208,8.0,250.0,450.0,250.0,90.0
1209,7.0,250.0,350.0,350.0,250.0
1210,10.0,0.0,,0.0,0.0
1211,7.0,70.0,90.0,0.0,150.0
1212,7.0,250.0,350.0,70.0,250.0
1213,8.0,250.0,550.0,250.0,450.0
1214,7.0,0.0,1000.0,0.0,0.0
1215,8.0,90.0,650.0,0.0,0.0
1216,8.0,350.0,650.0,0.0,450.0
1217,6.0,150.0,450.0,0.0,90.0
1218,7.0,90.0,70.0,0.0,0.0
1219,7.0,450.0,750.0,250.0,450.0
1220,7.0,350.0,1000.0,70.0,250.0
1221,7.0,90.0,650.0,0.0,70.0
1222,6.0,70.0,1000.0,150.0,250.0
1223,9.0,150.0,90.0,90.0,150.0
1224,,0.0,,0.0,0.0
1225,4.0,0.0,450.0,0.0,0.0
1226,10.0,30.0,950.0,10.0,30.0
1227,6.0,0.0,30.0,0.0,0.0
1228,5.0,50.0,90.0,0.0,70.0
1229,0.0,0.0,750.0,0.0,0.0
1230,5.0,0.0,30.0,0.0,0.0
1231,6.0,250.0,250.0,50.0,90.0
1232,10.0,950.0,1000.0,650.0,850.0
1233,4.0,90.0,250.0,0.0,0.0
1234,10.0,70.0,50.0,0.0,0.0
1235,7.0,50.0,250.0,90.0,0.0
1236,8.0,50.0,70.0,0.0,30.0
1237,10.0,30.0,10.0,0.0,0.0
1238,6.0,150.0,150.0,0.0,250.0
1239,9.0,550.0,550.0,150.0,250.0
1240,6.0,50.0,30.0,0.0,0.0
1241,9.0,250.0,1000.0,0.0,0.0
1242,10.0,50.0,70.0,0.0,70.0
1243,4.0,0.0,850.0,650.0,0.0
1244,6.0,250.0,750.0,150.0,250.0
1245,6.0,0.0,70.0,0.0,0.0
1246,10.0,0.0,650.0,70.0,0.0
1247,5.0,50.0,10.0,10.0,30.0
1248,9.0,90.0,450.0,0.0,350.0
1249,4.0,90.0,550.0,0.0,0.0
1250,5.0,150.0,650.0,0.0,70.0
1251,6.0,30.0,850.0,0.0,0.0
